x_min,x_max,y_min,y_max,ID
426,444,192,210,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_52_340
177,209,402,434,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_52_341
166,188,293,315,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_54_356
427,445,286,304,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_58_358
158,176,192,210,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_58_359
396,416,176,196,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_58_360
203,223,272,292,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_58_361
286,302,286,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_58_362
131,147,323,339,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_60_392
344,360,293,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_60_393
104,120,328,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_62_394
127,153,187,213,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_64_399
309,329,226,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_64_400
337,365,343,371,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_66_451
445,467,257,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_72_479
452,470,315,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_72_480
368,388,387,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_72_481
182,202,255,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_72_482
90,108,270,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_74_483
421,437,221,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_74_484
360,376,218,234,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_74_485
185,239,293,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_76_487
388,406,171,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_84_517
318,338,397,417,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_84_518
353,373,388,408,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_84_519
68,120,227,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_86_527
118,134,154,170,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_88_532
31,53,253,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_88_533
451,471,283,303,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_88_534
139,159,375,395,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_90_535
119,153,322,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_94_558
347,391,290,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_96_564
175,195,340,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_98_577
383,403,199,219,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_98_578
315,371,319,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_100_633
392,414,288,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_104_637
99,115,356,372,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_104_638
145,163,158,176,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_104_639
209,251,301,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_106_663
375,393,438,456,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_110_675
102,124,410,432,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_110_676
320,348,420,448,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_110_677
365,389,422,446,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_110_678
361,379,363,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_110_679
127,149,147,169,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_112_685
124,140,94,110,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_112_686
278,294,168,184,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_112_687
155,173,344,362,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_114_688
141,169,180,208,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_114_689
104,120,174,190,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_114_690
79,159,154,234,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_114_691
68,98,349,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_116_697
103,121,411,429,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_738
98,126,334,362,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_739
132,164,157,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_740
77,105,203,231,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_741
283,305,320,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_742
101,125,318,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_743
380,460,250,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_120_744
364,382,224,242,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_124_752
361,379,274,292,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_124_753
376,396,266,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_124_754
299,339,313,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_124_755
343,365,385,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_126_756
407,429,173,195,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_130_811
77,93,189,205,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_130_812
148,164,127,143,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_130_813
159,199,350,390,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_130_814
142,170,246,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_130_815
179,217,312,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_132_835
369,431,314,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_138_895
373,401,294,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_138_896
131,149,236,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_142_985
342,358,391,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_142_986
137,159,267,289,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_144_992
428,444,230,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_146_994
193,217,340,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_152_1024
174,194,329,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_152_1025
385,405,314,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_152_1026
110,178,128,196,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_154_1050
190,212,236,258,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_158_1067
426,454,192,220,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_158_1068
94,130,289,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_170_1153
185,215,176,206,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_170_1154
412,432,353,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_172_1159
0,-298,0,-159,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_174_1160
0,-206,0,-293,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_176_1172
0,-166,0,-170,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_176_1173
0,-365,0,-193,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_176_1174
0,-374,0,-239,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_176_1175
338,370,272,304,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_2_7
237,263,296,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_4_11
280,344,137,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_6_71
0,-345,0,-190,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_8_85
336,360,220,244,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_12_99
134,182,284,332,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_12_100
0,-89,0,-243,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_14_102
77,129,243,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_16_133
0,-155,0,-156,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_174
0,-340,0,-205,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_175
0,-362,0,-275,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_176
0,-299,0,-172,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_177
0,-307,0,-198,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_178
0,-378,0,-248,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_20_179
126,150,151,175,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_22_181
72,88,335,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_24_200
70,88,197,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_24_201
124,140,387,403,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_24_202
278,310,377,409,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_28_226
188,210,325,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_30_235
316,336,355,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_32_263
201,221,396,416,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_34_266
463,481,302,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_34_267
127,153,299,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_36_302
174,190,120,136,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_38_303
103,121,327,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_42_312
97,115,341,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_44_357
356,374,141,159,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_48_363
427,445,343,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_50_368
386,408,282,304,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_50_369
124,140,169,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_52_383
99,121,291,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_52_384
360,388,265,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_52_385
157,173,199,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_52_386
136,156,181,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_52_387
380,410,255,285,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_56_397
110,126,127,143,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_56_398
71,83,235,247,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_405
92,108,176,192,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_406
56,72,323,339,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_407
61,77,201,217,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_408
404,420,227,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_409
442,456,207,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_410
449,461,264,276,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_411
338,352,342,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_412
285,299,237,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_58_413
356,374,336,354,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_60_418
32,52,259,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_66_423
37,81,268,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_66_424
140,160,89,109,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_66_425
175,195,328,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_66_426
184,206,337,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_66_427
124,174,280,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_70_442
234,268,261,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_70_443
0,-331,0,-145,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_76_494
312,360,378,426,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_78_520
452,470,306,324,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_78_521
428,446,364,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_78_522
411,433,323,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_78_523
165,185,147,167,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_82_566
109,131,273,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_84_591
273,291,283,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_84_592
111,129,335,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_86_594
142,182,289,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_88_596
102,122,357,377,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_90_634
191,231,183,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_92_640
220,250,277,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_92_641
209,249,165,205,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_100_694
201,221,195,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_100_695
102,122,350,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_100_696
174,200,319,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_102_709
121,143,270,292,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_102_710
131,153,289,311,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_104_715
138,160,390,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_104_716
388,408,153,173,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_106_717
73,123,196,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_106_718
176,238,195,257,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_106_719
133,159,65,91,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_108_729
88,112,237,261,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_108_730
374,420,237,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_110_735
50,72,295,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_112_736
408,426,259,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_114_776
113,135,382,404,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_114_777
102,118,220,236,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_114_778
334,382,269,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_114_779
130,150,340,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_116_782
126,140,148,162,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_118_825
400,416,241,257,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_118_826
143,173,266,296,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_120_868
101,131,257,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_120_869
190,234,298,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_120_870
431,451,265,285,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_126_883
152,174,361,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_126_884
201,233,355,387,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_128_886
134,148,315,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_130_894
73,87,146,160,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_132_901
175,205,97,127,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_132_902
88,124,215,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_132_903
348,380,107,139,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_132_904
114,144,224,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_134_905
427,443,240,256,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_134_906
190,206,264,280,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_134_907
334,354,306,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_138_940
394,424,228,258,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_140_954
120,146,323,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_142_960
348,392,339,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_146_972
69,149,271,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_148_998
276,328,345,397,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_148_999
285,349,203,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_150_1004
349,367,315,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_152_1040
182,218,323,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_154_1043
83,149,288,354,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_158_1051
194,216,382,404,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_162_1107
67,85,364,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_164_1119
146,198,164,216,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_166_1120
149,165,249,265,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_168_1171
93,143,344,394,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_174_1177
100,132,255,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_174_1178
332,358,363,389,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543_176_1179
438,458,259,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_17
402,424,252,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_18
161,177,441,457,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_19
117,149,411,443,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_20
54,82,303,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_21
371,395,412,436,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_6_22
409,429,328,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_8_47
372,414,311,353,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_10_56
119,139,130,150,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_12_69
72,94,335,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_77
139,155,227,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_78
74,90,330,346,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_79
68,90,208,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_80
420,438,320,338,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_81
365,385,356,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_14_82
49,65,211,227,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_18_152
457,477,230,250,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_18_153
390,408,149,167,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_18_154
365,423,165,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_20_155
298,314,383,399,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_20_156
152,176,139,163,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_20_157
316,346,197,227,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_22_158
335,399,195,259,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_26_167
477,499,269,291,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_28_172
363,383,243,263,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_28_173
128,154,368,394,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_32_218
193,221,353,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_32_219
338,362,392,416,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_32_220
421,443,261,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_32_221
308,336,394,422,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_32_222
103,129,138,164,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_36_230
60,76,254,270,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_38_268
389,405,346,362,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_38_269
406,424,287,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_38_270
0,-146,0,-297,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_40_301
353,381,296,324,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_42_305
420,434,261,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_44_328
128,142,197,211,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_44_329
153,175,356,378,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_46_354
390,404,336,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_46_355
313,349,193,229,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_48_389
329,381,208,260,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_48_390
309,365,318,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_48_391
107,143,254,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_52_419
384,446,241,303,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_56_429
326,378,235,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_58_432
337,363,319,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_58_433
327,345,316,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_58_434
280,346,171,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_62_447
300,328,188,216,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_66_448
276,338,193,255,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_66_449
127,159,284,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_66_450
379,403,379,403,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_461
456,474,259,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_462
85,105,363,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_463
196,218,393,415,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_464
118,134,372,388,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_465
157,181,394,418,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_68_466
115,135,160,180,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_70_475
126,154,296,324,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_70_476
74,94,216,236,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_72_488
377,395,275,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_72_489
415,441,267,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_74_538
411,429,295,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_74_539
246,264,214,232,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_74_540
55,79,233,257,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_76_550
105,123,256,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_76_551
94,126,337,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_82_585
156,176,286,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_84_595
